StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,extremum,clusters,distribution,filter,anomalies,derived,range_1,range_2,retrieve,order_2,order_3,order_1,order_5,order_4,order_6,vlat-1,vlat-2,vlat-3,vlat-4,gender,gender_5_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,Q1,Q2.1,PROLIFIC_PID,condition,method,correlation
2024-03-23 17:12:30,2024-03-23 17:23:11,0,86.136.8.103,100,641,1,2024-03-23 17:23:12,R_3OxNcyhlFOddNAt,,,,,51.9037,-2.0848,anonymous,EN,1,25750,5,2,"16,17,18,19,20,21",3,12,7000,24000,3,2,3,1,5,4,6,1,1,1,1,2,,27,6,1,0,6,0,3,,65ca5bc149cbea8a707ad59e,A,vas,0
2024-03-23 17:13:53,2024-03-23 17:23:20,0,2.216.76.248,100,567,1,2024-03-23 17:23:21,R_2lYu30y0VeYcXQW,,,,,55.8892,-4.2351,anonymous,EN,1,8000,10,2,"9,10,11,12",3,5,5000,25000,2.9,5,4,6,2,3,1,1,1,1,0,1,,54,3,0,0,0,0,3,no,595d3afcdd044900012ce78a,B,blue,76
2024-03-23 17:10:51,2024-03-23 17:23:21,0,94.12.132.23,100,749,1,2024-03-23 17:23:21,R_8L9SiWQg1w4oC0F,,,,,54.2519,-0.4709,anonymous,EN,1,8000,8,6,17,3,15,4000,25000,2.8,2,3,1,5,4,6,1,1,1,1,2,,64,3,0,0,0,0,3,I put a lot of effort into the answers but i did find it very hard to work out the answers,594bbc60a2356e000171d35d,B,blue,34
2024-03-23 17:11:29,2024-03-23 17:23:44,0,82.2.100.253,100,735,1,2024-03-23 17:23:45,R_2I3qX3x5YzZpx6I,,,,,51.456,-0.0611,anonymous,EN,1,29000,10,1,"16,17,18,19,20,21",3,12,7000,24000,3,2,3,1,5,6,4,1,1,1,1,2,,44,7,1,0,0,0,2,,61479ed0d0f07687537f23a5,B,vas,58
2024-03-23 17:11:36,2024-03-23 17:23:47,0,162.236.168.177,100,731,1,2024-03-23 17:23:47,R_5G21NWHUCtUjKwR,,,,,41.591,-88.0484,anonymous,EN,1,499,11,6,"2,3,5,20",5,9,1,30000,3.5,2,3,1,5,4,6,1,1,1,1,2,,27,6,1,0,0,0,3,,61647cde20fcb4653d287158,A,random,97
2024-03-23 17:11:29,2024-03-23 17:23:55,0,82.11.92.10,100,745,1,2024-03-23 17:23:55,R_2fcx94BNpCZuCVL,,,,,52.8409,-1.3315,anonymous,EN,1,5100,11,2,"15,16,17,18,19",4,7.5,5400,23000,2,2,3,1,6,4,5,1,1,1,1,2,,37,6,1,0,0,0,3,,5ada4c19dfcfcb0001e67505,B,outlier,100
2024-03-23 17:15:39,2024-03-23 17:24:12,0,72.226.18.63,100,513,1,2024-03-23 17:24:13,R_5CxzYhrSXrZ0X4D,,,,,40.7465,-73.909,anonymous,EN,1,28000,10,2,"15,16,17,18,19,20,21,22",5,6,6000,23000,3.1,2,3,1,5,6,4,1,1,1,1,2,,34,7,2,1,0,0,3,,651f605090748cf60ea12423,B,maxmin,59
2024-03-23 17:16:01,2024-03-23 17:24:14,0,78.105.245.38,100,493,1,2024-03-23 17:24:15,R_2tX0UPMM7Folm6Z,,,,,52.4974,-0.0249,anonymous,EN,1,4980,11,6,"14,15,16,20",2,5,2000,25350,2,2,3,1,5,4,6,1,1,1,1,1,,28,6,0,0,5,0,1,,5f57e84776632c3261f88b02,A,random,53
2024-03-23 17:16:44,2024-03-23 17:24:26,0,104.177.72.27,100,462,1,2024-03-23 17:24:27,R_7rhECi6sMgc0JgJ,,,,,34.2337,-118.2536,anonymous,EN,1,8000,9,2,"4,5,6",2,7.5,0,30000,2.5,2,3,1,5,4,6,1,1,1,1,2,,25,6,2,0,0,0,3,,65fcdebb4bb107ea35f4ab42,B,blue,97
2024-03-23 17:14:35,2024-03-23 17:24:28,0,86.133.140.223,100,593,1,2024-03-23 17:24:29,R_2pHteUXErnFbZyV,,,,,51.5131,-3.1588,anonymous,EN,1,2500,25,6,"14,15,16,18",4,5,7000,24000,2,3,2,1,5,6,4,1,1,1,1,2,,22,2,1,0,0,0,2,,6063a417add500d8dd40b435,A,outlier,77
2024-03-23 17:16:04,2024-03-23 17:24:37,0,5.81.136.215,100,513,1,2024-03-23 17:24:38,R_2AnPUE5G8g0JuXD,,,,,53.7591,-1.5897,anonymous,EN,1,4800,8,2,14,3,3,6000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,51,2,0,0,0,0,3,,5e8d96efe32229018dec69dd,A,random,92
2024-03-23 17:14:00,2024-03-23 17:24:43,0,94.193.218.162,100,642,1,2024-03-23 17:24:43,R_2X4NlkrjXE5BM5n,,,,,51.6485,-0.7801,anonymous,EN,1,11000,11,6,"15,16,17,18,19,20,21,22",3,2.6,6200,23900,2,2,3,1,5,4,6,1,1,1,1,1,,21,3,0,0,0,0,3,,5fe8b8bc4b3bdc75737d120c,B,random,80
2024-03-23 17:13:51,2024-03-23 17:25:13,0,31.94.0.84,100,681,1,2024-03-23 17:25:13,R_23dB60TduRCFUuI,,,,,51.4623,-2.5502,anonymous,EN,1,20900,10,2,"16,17,18,19,20,21",4,8,6000,20400,3.3,2,3,1,6,5,4,1,1,1,1,2,,50,7,0,0,0,0,3,,6148bbcd519a30b146897026,B,vas,82
2024-03-23 17:17:29,2024-03-23 17:25:22,0,5.151.133.43,100,472,1,2024-03-23 17:25:23,R_2xUIFZkmu4SxUpX,,,,,51.4866,-3.1549,anonymous,EN,1,2500,7,2,15,4,5,7500,23000,2,3,2,1,5,6,4,1,1,1,1,1,,21,6,0,0,0,0,2,,5ec7a3794f89b8205c25fba3,A,outlier,80
2024-03-23 17:16:03,2024-03-23 17:25:57,0,82.18.99.108,100,593,1,2024-03-23 17:25:57,R_6TnpcowAXfePD6k,,,,,55.9019,-4.4553,anonymous,EN,1,10500,11,6,"13,14,15,16,17,18,20,22",3,2.7,6000,24000,2,2,3,1,5,4,6,0,1,1,1,2,,47,6,0,0,0,0,3,,6495b20dcbfda549afea6f6b,B,random,91
2024-03-23 17:17:38,2024-03-23 17:26:16,0,69.246.151.44,100,518,1,2024-03-23 17:26:16,R_4Pj8nC4AbTCwtaA,,,,,30.1709,-85.5796,anonymous,EN,1,11000,9,6,"16,18,20,22",3,2.5,7500,23500,2,2,3,1,5,4,6,1,1,1,1,1,,27,6,1,0,8,0,3,I enjoyed the survey thank you,65f30f6274b4ba4a0f57ef87,B,random,68
2024-03-23 17:14:54,2024-03-23 17:26:20,0,86.128.76.43,100,685,1,2024-03-23 17:26:20,R_2Kjv7BqvsIsVeCW,,,,,51.9916,0.1548,anonymous,EN,1,28500,7,2,"16,17,18,19,20,21,22",3,3.2,6000,23000,3,2,3,1,4,6,5,1,1,1,1,1,,37,7,1,2,14,2,3,interesting to complete and reading  and interpretting data graphically,5eff51c5bfbd094cb6252800,A,maxmin,10
2024-03-23 17:17:55,2024-03-23 17:26:22,0,92.233.209.231,100,507,1,2024-03-23 17:26:23,R_2IhOHi9B6zRnf2i,,,,,52.4554,-1.9565,anonymous,EN,1,28000,8,2,"16,17,18,19,20,21,22",5,10,25000,7500,3,2,3,1,5,6,4,1,1,1,1,1,,22,7,0,1,0,0,3,,63d3fc9de67e1179cdf0d080,B,vas,73
2024-03-23 17:16:06,2024-03-23 17:26:25,0,73.151.159.98,100,618,1,2024-03-23 17:26:26,R_5Js0LXXwCTieWRt,,,,,38.6645,-121.487,anonymous,EN,1,4500,11,2,"16,17,18",4,5.0,7000,24000,3,2,3,1,6,5,4,1,1,1,1,2,,26,6,1,0,0,0,2,,610edabe60d21c7ab8dae428,A,blue,75
2024-03-23 17:11:55,2024-03-23 17:26:43,0,213.18.166.134,100,887,1,2024-03-23 17:26:43,R_3IW4eo1zZ2HUPE5,,,,,51.4207,-1.2571,anonymous,EN,1,8000,11,2,"3,4,5,6",4,6.0,7000,24000,2.7,2,3,1,5,4,6,1,1,1,1,2,,50,9,1,0,0,2,3,,5fc8c1f4c5116c2405111f99,B,blue,61
2024-03-23 17:18:30,2024-03-23 17:27:07,0,46.208.46.197,100,517,1,2024-03-23 17:27:08,R_2EczrHF4gpqDz1h,,,,,53.3376,-1.4771,anonymous,EN,1,4750,15,6,18,3,5.0,5250,24800,3,2,3,1,6,5,4,1,1,1,1,1,,68,2,0,0,0,0,3,,5b03119a22ffb50001cbcb89,A,blue,76
2024-03-23 17:16:26,2024-03-23 17:27:31,0,73.83.222.99,100,664,1,2024-03-23 17:27:32,R_1QYKmKNymgErDUO,,,,,47.203,-122.4882,anonymous,EN,1,6000,10,2,"16,17,18,19",3,2.8,6000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,31,6,2,2,5,0,3,none,6100dfd366a4922c166c9a19,B,outlier,52
2024-03-23 17:11:04,2024-03-23 17:28:12,0,209.93.20.86,100,1027,1,2024-03-23 17:28:12,R_2lAfusWhh94kKNY,,,,,53.3202,-2.1413,anonymous,EN,1,4800,10,2,"14,15,16,20",3,2.5,6600,23600,2,2,3,1,5,4,6,0,1,1,1,1,,64,4,0,0,0,0,3,,5fdf8fe29f4b9e80cc7f7f7d,A,random,75
2024-03-23 17:12:07,2024-03-23 17:28:34,0,81.107.120.97,100,986,1,2024-03-23 17:28:34,R_2dAl2skpSDUCFhG,,,,,52.808,-2.1118,anonymous,EN,1,2.9,25,6,"16,17,18,19",3,4,6500,23500,2,2,3,1,6,4,5,1,1,1,1,2,,64,6,1,0,0,0,3,,5a38d56e50833c0001eeacf3,B,outlier,80
2024-03-23 17:17:09,2024-03-23 17:28:36,0,31.111.69.139,100,686,1,2024-03-23 17:28:36,R_2Mmy3p6OkIPeJwZ,,,,,53.0884,-3.3389,anonymous,EN,1,4600,9,2,"14,15,16,20",3,2.5,6000,24000,2,2,3,1,5,4,6,1,1,1,1,2,,24,6,1,0,0,0,3,,60e2ea4e9820edc69255942b,A,random,90
2024-03-23 17:19:08,2024-03-23 17:28:56,0,86.156.190.250,100,587,1,2024-03-23 17:28:56,R_1RSOif57iaqnXNf,,,,,52.0625,-1.3429,anonymous,EN,1,4800,10,6,"14,15,16,20",3,4,7000,25000,2,2,3,1,5,4,6,1,1,1,1,1,,55,6,0,0,10,0,3,,645bc6fcd55cf9db562b97f8,A,random,38
2024-03-23 17:19:53,2024-03-23 17:29:01,0,184.58.216.108,100,547,1,2024-03-23 17:29:01,R_77kAl6zGr9to6FH,,,,,43.0475,-87.8964,anonymous,EN,1,7500,11,2,"15,16,17,18",3,6.0,6000,24000,2.67,2,3,1,5,4,6,1,1,1,1,2,,40,7,0,7,7,0,3,,5f37596ced40de1d72604b38,B,blue,90
2024-03-23 17:19:03,2024-03-23 17:29:02,0,94.12.81.40,100,599,1,2024-03-23 17:29:03,R_2QnmDIyAmwYJFx7,,,,,54.9912,-1.5336,anonymous,EN,1,8000,9,2,"14,15,16,17,18,19",2,5.0,6500,25000,2.8,2,3,1,5,4,6,1,1,1,1,1,,27,2,0,0,2,0,3,,65d20e8013d9c8026aa9145e,B,blue,85
2024-03-23 17:14:07,2024-03-23 17:29:27,0,146.90.252.138,100,919,1,2024-03-23 17:29:27,R_2XmuGpTL7ZZ8Xlq,,,,,53.327,-1.5427,anonymous,EN,1,29000,17,2,"15,16,17,18,19,20,21,22",3,10,7000,23000,2.85,2,3,1,5,4,6,1,1,1,1,2,,20,2,0,0,0,0,3,,5f50dcfd4490ae26df5fbb3a,A,vas,10
2024-03-23 17:22:04,2024-03-23 17:29:39,0,2.101.242.211,100,455,1,2024-03-23 17:29:40,R_2NCz6bZ8lpPUBkm,,,,,51.5507,-0.0537,anonymous,EN,1,7900,9,2,"3,15",4,7.5,7000,240000,2.8,2,3,1,5,4,6,1,1,1,1,2,,27,6,0,0,0,0,3,,616595ace46d35dafdd7edd4,B,blue,73
2024-03-23 17:20:55,2024-03-23 17:29:44,0,2.103.22.98,100,529,1,2024-03-23 17:29:45,R_20SDdk6FvrDSppp,,,,,52.6513,-1.0876,anonymous,EN,1,29000,1,6,"15,16,17,18,19,20,21,22",2,8,7000,24000,3,2,3,1,5,4,6,1,1,1,1,1,,44,6,4,0,22,0,3,,6104f643566bca4643370eba,A,vas,16
2024-03-23 17:21:52,2024-03-23 17:29:56,0,92.233.118.59,100,483,1,2024-03-23 17:29:57,R_2CmmtkMer6SIb1n,,,,,51.4351,-2.5419,anonymous,EN,1,5000,1,4,"14,16,17,20",5,2,6000,25000,2,2,3,1,5,4,6,1,1,1,1,1,,34,6,1,1,10,0,3,,62c4242eb0b290db17312d8d,A,random,78
2024-03-23 17:11:12,2024-03-23 17:30:10,0,86.17.99.178,100,1137,1,2024-03-23 17:30:10,R_3kQXk7L5ibvatUZ,,,,,53.7881,-1.6008,anonymous,EN,1,28500,12,6,"16,17,18,19,20,21",4,10,7000,24000,3,2,3,1,4,6,5,1,1,1,0,1,,56,2,0,0,0,0,3,,5a4c334121bfa00001081a4e,A,maxmin,90
2024-03-23 17:22:30,2024-03-23 17:30:12,0,88.98.243.53,100,462,1,2024-03-23 17:30:12,R_4QWYOVUPlQbXdiE,,,,,53.7999,-1.5125,anonymous,EN,1,4800,9,2,"14,16,17,18",5,14,7000,25000,3,2,3,1,6,5,4,1,1,1,1,1,,40,7,1,1,0,0,3,,65d10612d03608ff70971cad,A,blue,100
2024-03-23 17:12:40,2024-03-23 17:30:16,0,82.71.44.103,100,1055,1,2024-03-23 17:30:16,R_3PGUAwBsNR4Z1Dj,,,,,51.636,-0.1852,anonymous,EN,1,4200,11,2,"14,16,17,18",3,4.8,7000,23500,2.9,2,3,1,6,5,4,1,1,1,1,1,,66,7,1,1,0,0,3,,5ea2ac265b40e81cfe8296ea,A,blue,80
2024-03-23 17:21:19,2024-03-23 17:30:18,0,2.219.80.98,100,539,1,2024-03-23 17:30:19,R_2j25UYRP0w6IyA8,,,,,51.6539,-0.0888,anonymous,EN,1,11000,12,6,"16,18,20,22",3,2.5,7000,24000,2,2,3,1,5,4,6,1,1,1,1,1,,41,3,0,0,0,0,3,,5b4b0e8d94020800016323ed,B,random,84
2024-03-23 17:13:50,2024-03-23 17:30:22,0,82.28.224.18,100,991,1,2024-03-23 17:30:22,R_2k1YPXkxWysYRhB,,,,,52.7681,-1.2026,anonymous,EN,1,6000,10,2,3,3,5,15000,25000,3,2,3,1,6,4,5,1,1,1,0,2,,61,2,1,2,25,0,3,,5d83b4c19358b400013494e8,B,outlier,54
2024-03-23 17:20:29,2024-03-23 17:30:43,0,62.254.40.97,100,614,1,2024-03-23 17:30:44,R_2DJqhIWo9dxIaRP,,,,,52.4391,-1.5039,anonymous,EN,1,29000,9,2,"16,17,18,19,20,21",4,8,7500,24000,3.1,2,3,1,5,6,4,1,1,1,1,1,,31,7,3,1,0,0,3,,629dd4199343d7710fcdb39c,B,vas,0
2024-03-23 17:22:00,2024-03-23 17:30:45,0,209.35.84.97,100,524,1,2024-03-23 17:30:45,R_2rNMGJhfiOAT78J,,,,,55.867,-4.2621,anonymous,EN,1,11000,10,6,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22",2,2.5,7500,24000,2,2,3,1,5,4,6,1,1,1,1,2,,33,6,1,0,10,0,2,,63d198518ce11f1d653bfe5d,B,random,100
2024-03-23 17:19:34,2024-03-23 17:30:50,0,82.45.84.112,100,675,1,2024-03-23 17:30:50,R_27HlwWjQnIhaLD5,,,,,55.9933,-3.7613,anonymous,EN,1,8000,10,4,"16,18,20,22",3,2.7,7000,28000,2,2,3,1,5,4,6,1,1,1,1,1,,23,2,0,0,0,0,3,,606c8e6bc369e4344ecd5ed1,B,random,64
2024-03-23 17:17:27,2024-03-23 17:30:51,0,80.1.106.34,100,803,1,2024-03-23 17:30:51,R_44qMHh2cVT4olcn,,,,,52.9579,-1.2107,anonymous,EN,1,2500,4,1,"14,15,16,18",2,4.5,7000,22500,2,3,2,1,5,6,4,1,1,1,1,2,,53,2,0,0,32,4,3,,58584aa98604ae000165e633,A,outlier,92
2024-03-23 17:11:20,2024-03-23 17:31:33,0,80.76.56.79,100,1212,1,2024-03-23 17:31:33,R_2HZpVsZBMeOxjKV,,,,,51.4412,-0.1833,anonymous,EN,1,28500,7,6,"16,17,18,19,20,21",3,4.24,6000,24000,2.8,2,3,1,4,6,5,1,1,1,1,1,,26,2,0,0,0,0,3,,5f4e79fc592a74059a7a9786,A,maxmin,0
2024-03-23 17:11:25,2024-03-23 17:32:05,0,94.13.88.254,100,1239,1,2024-03-23 17:32:05,R_29n555HYM6p2N5m,,,,,51.1026,-0.9861,anonymous,EN,1,2500,10,2,"14,15,16,18",4,3,6000,23500,2,3,2,1,5,6,4,1,1,1,1,2,,35,2,6,1,0,0,3,I did get a little confused understanding certain graphs but tried my best!,5f620fdcc464341e830b3866,A,outlier,88
2024-03-23 17:20:27,2024-03-23 17:32:14,0,109.148.66.19,100,707,1,2024-03-23 17:32:15,R_2e2zwPAnAv0TBgB,,,,,54.0771,-0.2306,anonymous,EN,1,29000,10,2,"15,16,17,18,19,20,21,22",4,3,6000,24000,1,2,3,1,5,6,4,1,1,1,1,1,,37,6,2,0,8,0,3,,594e2bb7a402220001d84067,B,maxmin,90
2024-03-23 17:21:37,2024-03-23 17:32:40,0,90.216.150.198,100,662,1,2024-03-23 17:32:40,R_1dTv6RVHz91aHdC,,,,,51.4731,-0.3438,anonymous,EN,1,4900,3,2,"15,16,20",2,3.1,6500,24500,2,2,3,1,5,4,6,1,1,1,1,1,,40,5,0,1,10,0,3,,62e024e1be720e4322dade00,A,random,75
2024-03-23 17:22:50,2024-03-23 17:32:41,0,81.77.75.143,100,590,1,2024-03-23 17:32:41,R_21u6fLpBUr5s9OW,,,,,51.651,-3.0147,anonymous,EN,1,2500,12,2,"14,15,16,18",3,4,6500,24000,2,3,2,1,5,6,4,1,1,1,1,2,,48,9,1,0,3,0,1,,65ddee04a68d4dff669e845a,A,outlier,100
2024-03-23 17:19:31,2024-03-23 17:32:58,0,31.126.149.214,100,806,1,2024-03-23 17:32:59,R_4DMg44v7I3lrbLS,,,,,53.0594,-3.1921,anonymous,EN,1,5300,7,2,"16,17,18,19",6,6.5,6000,25000,2,2,3,1,6,4,5,1,1,1,1,2,,27,6,1,0,0,0,3,,5cb1e0ccc9ca1c00181d3e3c,B,outlier,100
2024-03-23 17:28:04,2024-03-23 17:33:04,0,108.6.3.120,100,299,1,2024-03-23 17:33:04,R_2LoytjMgIc1Qrtv,,,,,41.0911,-73.9199,anonymous,EN,1,4000,10,2,18,3,7.5,6000,16000,3,2,3,1,6,5,4,1,1,1,1,2,,23,6,0,0,0,0,3,,61083e5698eeef908c2d90c4,A,blue,58
2024-03-23 17:26:27,2024-03-23 17:33:14,0,51.146.106.9,100,407,1,2024-03-23 17:33:15,R_6OQYgGzajBBRtlL,,,,,52.0675,-0.7569,anonymous,EN,1,29000,7,2,"15,16,17,18,19,20,21,22",4,5,7000,25000,3,2,3,1,4,5,6,1,1,1,1,1,,41,6,2,2,10,0,3,,65bfb68f4a9a5de095873d88,A,maxmin,15
2024-03-23 17:24:52,2024-03-23 17:33:21,0,86.150.46.100,100,508,1,2024-03-23 17:33:22,R_2TFddG66aqZDanl,,,,,52.6071,-1.912,anonymous,EN,1,9000,11,6,"15,16,17,18,20,22",2,2,5550,25000,2.2,2,3,1,5,4,6,1,1,1,1,2,,20,4,0,0,0,0,3,,5e78a2594414f942069d1c07,B,random,91
2024-03-23 17:27:15,2024-03-23 17:33:26,0,82.1.82.122,100,371,1,2024-03-23 17:33:27,R_2j0Tj3hWBqaDt2B,,,,,51.7155,-1.2926,anonymous,EN,1,11000,9,2,"15,16,17,18,20,22",3,3,6232,24112,2.05,2,3,1,5,4,6,1,1,1,1,1,,30,9,5,1,3,0,3,,594907f28fb2140001afd58d,B,random,94
2024-03-23 17:26:34,2024-03-23 17:33:28,0,82.34.107.151,100,414,1,2024-03-23 17:33:29,R_7fqLD5Clx4USPZ5,,,,,52.6237,-2.1156,anonymous,EN,1,8000,50,2,17,6,10,7000,20000,2,2,3,1,5,4,6,1,1,1,1,1,,44,2,0,0,0,0,3,,5a52961c76d1c60001aaafa7,B,blue,4
2024-03-23 17:16:09,2024-03-23 17:33:32,0,188.28.207.35,100,1042,1,2024-03-23 17:33:33,R_4CluAN9ONJTcz0F,,,,,51.5494,-0.3664,anonymous,EN,1,29000,12,2,"2,3,4",5,12,500,2500,3.5,2,3,1,4,6,5,1,1,1,1,2,,32,6,2,1,6,0,3,Really interesting study and I did a lot of thinking very carefully.  Challenging exercises they were.,611d0c81b724fc22874aea50,A,maxmin,86
2024-03-23 17:19:12,2024-03-23 17:33:39,0,86.142.142.134,100,866,1,2024-03-23 17:33:40,R_3n6Y1XPA14UPVqx,,,,,57.5153,-6.3185,anonymous,EN,1,3000,6,6,"14,15,16,18",2,3.7,6500,23500,2,3,2,1,5,6,4,1,1,1,1,2,,57,9,1,0,0,0,3,"It all seemed straightforward, assuming I was reading the questions correctly! Undergrad stats was a long time ago for me. ;)",59e71b497f3d71000171ddb8,A,outlier,92
2024-03-23 17:23:26,2024-03-23 17:33:54,0,148.74.185.165,100,628,1,2024-03-23 17:33:54,R_2kBsHD49gBLK7LA,,,,,41.7868,-73.9063,anonymous,EN,1,29000,10,2,"16,17,18,19,20,21,22",4,7.5,6000,23000,3,2,3,1,4,6,5,1,1,1,1,1,,22.5,5,2,0,0,0,3,No--thank you for the survey.,652bf786a639f4cb5c297125,A,maxmin,5
2024-03-23 17:24:26,2024-03-23 17:34:26,0,128.197.29.246,100,599,1,2024-03-23 17:34:26,R_1KqbX0EP2y6P1nS,,,,,42.3464,-71.0975,anonymous,EN,1,29000,10,6,"16,17,18,19,20,21,22",3,3,7000,24000,3.1,2,3,1,5,6,4,1,1,1,0,2,,22,3,1,0,0,0,2,,6102490fa0490165884ff088,B,maxmin,7
2024-03-23 17:18:16,2024-03-23 17:34:40,0,94.194.81.140,100,983,1,2024-03-23 17:34:40,R_2w5IV2wReMIcc4D,,,,,52.657,1.2063,anonymous,EN,1,28000,25,6,"11,12",5,5.0,7000,25000,3,2,1,3,6,5,4,1,1,1,0,1,,37,2,0,0,0,0,3,was good fun i hope it helps,5cdc899d48d5f100195fafff,B,maxmin,87
2024-03-23 17:24:41,2024-03-23 17:34:49,0,86.13.201.38,100,608,1,2024-03-23 17:34:50,R_7OxFBqz89eGsT8U,,,,,52.3345,-0.595,anonymous,EN,1,29000,7,2,"15,16,17,18,19,20,21,22",3,7,7000,25000,3,2,3,1,5,6,4,1,1,1,1,1,,32,1,0,0,10,0,2,Couldnt read the charts clearly enough,65aa80b27d3d459bea0b0307,B,vas,78
